AAA	OnAir Switzerland Sarl	ONAIR	OnAir1	OnAir	1800 (GSM)	901	15		8988298	2014-12-02
ROU	Vodafone Romania S.A.	Vodafone RO	RO Vodafone RO	VF-RO	2100 (3G)	226	01		894001	2012-07-05
RUS	Baykalwestcom	Baykalwestcom	ROSTELECOM	RTC	1800 (GSM)	250	12		8970112	2013-01-21
RUS	Baykalwestcom	Baykalwestcom	ROSTELECOM	RTC	900 (GSM)	250	12		8970112	2013-01-21
RUS	Baykalwestcom	Baykalwestcom	ROSTELECOM	RTC	2100 (3G)	250	12		8970112	2013-01-21
RUS	CJSC Volgograd Mobile	INDIGO	RUS INDIGO	INDIGO	1800 (GSM)	250	19		8970119	2002-06-25
RUS	CJSC Yeniseytelecom	Yeniseytelecom	ROSTELECOM	RTC	1800 (GSM)	250	05		8970105	2014-10-31
RUS	CJSC Yeniseytelecom	Yeniseytelecom	ROSTELECOM	RTC	900 (GSM)	250	05		8970105	2014-10-31
RUS	LLC Ekaterinburg-2000	MOTIV	MOTIV	MOTIV	1800 (GSM)	250	35		8970135	2008-04-15
RUS	"MegaFon, Open Joint Stock Company"	MegaFon	MegaFon RUS	MegaFon	900 (GSM)	250	02	1	8970102	2002-03-21
RUS	"MegaFon, Open Joint Stock Company"	MegaFon	MegaFon RUS	MegaFon	1800 (GSM)	250	02	1	8970102	2002-03-21
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	1800 (GSM)	250	01	3	8970101	2014-12-02
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	900 (GSM)	250	01	3	8970101	2014-12-02
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	2100 (3G)	250	01		8970101	2014-12-02
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	800 (LTE FDD)	250	01		8970101	2014-12-02
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	2600 (LTE FDD)	250	01		8970101	2014-12-02
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	900 (3G)	250	01		8970101	2014-12-02
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	 2600  (LTE TDD)	250	01		8970101	2014-12-02
RUS	Nizhegorodskaya Cellular Communications	Rostelecom OJSC	ROSTELECOM	RTC	900 (GSM)	250	03		8970103	2012-02-09
RUS	OJSC Rostelecom	ROSTELECOM	ROSTELECOM	RTC	1800 (GSM)	250	17		8970139	2011-11-08
RUS	OJSC Rostelecom	ROSTELECOM	ROSTELECOM	RTC	900 (GSM)	250	38		8970139	2011-11-10
RUS	OJSC Rostelecom	ROSTELECOM	ROSTELECOM	RTC	900 (GSM)	250	17		8970139	2011-11-08
RUS	OJSC Rostelecom	ROSTELECOM (RUSUT)	ROSTELECOM	RTC	900 (GSM)	250	39	6	8970139	2011-11-08
RUS	OJSC Rostelecom	ROSTELECOM (RUSUT)	ROSTELECOM	RTC	1800 (GSM)	250	39	6	8970139	2011-11-08
RUS	OJSC VimpelCom	Beeline	Beeline	Beeline	1800 (GSM)	250	99	0	8970199	2014-03-20
RUS	OJSC VimpelCom	Beeline	Beeline	Beeline	2100 (3G)	250	99		8970199	2014-03-20
RUS	OJSC VimpelCom	Beeline	Beeline	Beeline	900 (GSM)	250	99	0	8970199	2014-03-20
RUS	OJSC VimpelCom	New Telephone Company	NTC	NTC	1800 (GSM)	250	16		8970116	2014-03-20
RUS	OJSC VimpelCom	New Telephone Company	NTC	NTC	900 (GSM)	250	16		8970116	2014-03-20
RUS	PJSC SMARTS	SMARTS	"RUS 07, RUS SMARTS"	SMARTS	1800 (GSM)	250	07		8970107	2003-04-28
RUS	PJSC SMARTS	SMARTS	"RUS 07, RUS SMARTS"	SMARTS	900 (GSM)	250	07		8970107	2003-04-28
RUS	PJSC SMARTS	SMARTS-Ufa	"RUS15, RUS SMARTS"	SMARTS	1800 (GSM)	250	15		8970115	2004-04-07
RUS	Rostov Cellular Communications	TELE2	TELE2 RU	TELE2 RU	1800 (GSM)	250	20		8970120	2010-03-30
RUS	ZAO Kodotel	KODOTEL	KODOTEL	KODOTEL	1800 (GSM)	250	37	"4,7,3"	8974732	2009-09-22
RWA	Bharti Airtel Rwanda Holdings B.V.	Airtel	Airtel	Airtel	900 (GSM)	635	14		8925014	2014-07-28
RWA	Bharti Airtel Rwanda Holdings B.V.	Airtel	Airtel	Airtel	2100 (3G)	635	14		8925014	2014-07-28
RWA	Bharti Airtel Rwanda Holdings B.V.	Airtel	Airtel	Airtel	1800 (GSM)	635	14		8925014	2014-07-28
RWA	Tigo Rwanda Ltd	TIGO RWANDA LTD	TIGO RWANDA	TIGO RW	1800 (GSM)	635	13		8925013	2014-04-07
RWA	Tigo Rwanda Ltd	TIGO RWANDA LTD	TIGO RWANDA	TIGO RW	2100 (3G)	635	13		8925013	2014-04-07
RWA	Tigo Rwanda Ltd	TIGO RWANDA LTD	TIGO RWANDA	TIGO RW	900 (GSM)	635	13		8925013	2014-04-07
SAU	Etihad Etisalat Company	Mobily	Mobily-KSA	Mobily	900 (GSM)	420	03	"6,7"	8996603	2012-07-03
SAU	Etihad Etisalat Company	Mobily	Mobily-KSA	Mobily	2100 (3G)	420	03		8996603	2012-07-03
SAU	Etihad Etisalat Company	Mobily	Mobily-KSA	Mobily	2500 (TD-LTE)	420	03		8996603	2012-07-03
SAU	MTC Saudi Arabia	Zain Saudi Arabia	Zain SA	Zain SA	2100 (3G)	420	04		8996604	2012-07-03
SAU	MTC Saudi Arabia	Zain Saudi Arabia	Zain SA	Zain SA	1800 (GSM)	420	04		8996604	2012-07-03
SAU	MTC Saudi Arabia	Zain Saudi Arabia	Zain SA	Zain SA	900 (GSM)	420	04		8996604	2012-07-03
SAU	Saudi Telecom Company (STC)	STC	STC	STC	900 (GSM)	420	01	3	8996601	2008-08-29
SAU	Saudi Telecom Company (STC)	STC	STC	STC	2100 (3G)	420	01		896601	2008-10-09
SDN	MTN Sudan	MTN	MTN	MTN	900 (GSM)	634	02		8924902	2007-01-23
SDN	MTN Sudan	MTN	MTN	MTN	2100 (3G)	634	02		8924902	2007-01-23
SDN	MTN Sudan	MTN	MTN	MTN	1800 (GSM)	634	02		8924902	2007-01-23
SDN	Sudanese Mobile Telephone (Zain) Co. Ltd	Zain Sudan	Zain SDN	Zain SD	900 (GSM)	634	01	"0,1,2,3"	8924901	2014-11-18
SDN	Sudanese Mobile Telephone (Zain) Co. Ltd	Zain Sudan	Zain SDN	Zain SD	2100 (3G)	634	01		8924901	2014-11-18
SDN	Sudanese Mobile Telephone (Zain) Co. Ltd	Zain Sudan	Zain SDN	Zain SD	1800 (GSM)	634	01	"0,1,2,3"	8924901	2014-11-18
SEN	SENTEL GSM S.A.	SENTEL	SN-SENTEL SG	SENTEL	900 (GSM)	608	02	4	8922102	2012-08-13
SEN	Sonatel	Orange Senegal	SN ALIZE	ALIZE	900 (GSM)	608	01		8922101	2012-08-13
SEN	Sudan Telecom Company Ltd	Expresso Senegal	SEN expresso	Expresso	900 (GSM)	608	03		8922103	2012-08-13
SEN	Sudan Telecom Company Ltd	Expresso Senegal	SEN expresso	Expresso	1800 (GSM)	608	03		8922103	2012-08-13
SGP	M1 Limited	M1 Limited	SGP-M1	M1	2600 (LTE)	525	03		896503	2012-10-19
SGP	M1 Limited	M1 Limited	SGP-M1	M1	2100 (3G)	525	03		896503	2012-10-03
SGP	M1 Limited	M1 Limited	SGP-M1	M1	1800 (LTE)	525	03		896503	2012-10-19
SGP	M1 Limited	M1 Limited	SGP-M1	M1	1800 (GSM)	525	03	"0,5,6"	896503	2012-10-03
SGP	M1 Limited	M1 Limited	SGP-M1	M1	900 (GSM)	525	03	"0,5,6"	896503	2012-10-03
SGP	SingTel Mobile Singapore Pte. Ltd.	SingTel	SingTel	SingTel	1800 (GSM)	525	02	"1,4,6"	896501	2013-08-20
SGP	SingTel Mobile Singapore Pte. Ltd.	SingTel	SingTel	SingTel	900 (GSM)	525	01	"1,4,6"	896501	2003-10-29
SGP	SingTel Mobile Singapore Pte. Ltd.	SingTel	SingTel	SingTel	1800 (LTE)	525	01		896501	2013-08-27
SGP	SingTel Mobile Singapore Pte. Ltd.	SingTel	SingTel	SingTel	900 (3G)	525	01		896501	2013-09-13
SGP	SingTel Mobile Singapore Pte. Ltd.	SingTel	SingTel	SingTel	2600 (LTE)	525	01		896501	2013-08-27
SGP	SingTel Mobile Singapore Pte. Ltd.	SingTel	SingTel	SingTel	1800 (GSM)	525	01	"1,4,6"	896501	2003-10-29
SGP	SingTel Mobile Singapore Pte. Ltd.	SingTel	SingTel	SingTel	2100 (3G)	525	01		896501	2013-09-13
SGP	SingTel Mobile Singapore Pte. Ltd.	SingTel	SGP Call Zone	CallZone	2100 (3G)	525	07		896501	2013-09-13
SGP	StarHub Mobile Pte Ltd	STARHUB	STARHUB	STARHUB	2100 (3G)	525	05		896505	2012-10-19
SGP	StarHub Mobile Pte Ltd	STARHUB	STARHUB	STARHUB	1800 (GSM)	525	05	"0,2,4,6,7"	896505	2012-10-19
SLB	BMobile Limited	bmobile	bmobile	bmobile	1800 (GSM)	540	02		8967702	2014-05-07
SLB	BMobile Limited	bmobile	bmobile	bmobile	900 (GSM)	540	02		8967702	2014-05-07
SLB	Solomon Telekom Co Ltd	BREEZE	SI BREEZE	BREEZE	900 (GSM)	540	01		8954001	2005-08-17
SLE	Airtel (SL) Limited	Airtel	Airtel	Airtel	900 (GSM)	619	01		8923201	2014-07-02
SLE	LINTEL (Sierra Leone) Limited	Africell	Africell	Africell	900 (GSM)	619	05		89	2013-02-20
SLV	CTE Telecom Personal SA de CV	CLARO SLV	CLARO SLV	ClaroSLV	1900 (GSM)	706	01	"0,1"	8950301	2012-07-05
SLV	"DIGICEL, S.A. de C.V."	Digicel	Digicel	DIGICEL	900 (GSM)	706	02	"0,2"	8950302	2012-07-05
SLV	"Telef?nica M?viles El Salvador, S.A de C.V."	Telefonica	Movistar	Movistar	1900 (GSM)	706	04	4	8950304	2014-09-16
SLV	"Telef?nica M?viles El Salvador, S.A de C.V."	Telefonica	Movistar	Movistar	850 (GSM)	706	04	4	8950304	2014-09-16
SLV	Telemovil EL Salvador S.A	TIGO	TELEMOVIL	TM	850 (GSM)	706	03	"0,3"	8970603	2012-07-05
SMR	San Marino Telecom Spa	San Marino Telecom	SMT	SMT	900 (GSM)	292	01		8937801	2013-07-04
SMR	San Marino Telecom Spa	San Marino Telecom	SMT	SMT	1800 (GSM)	292	01		8937801	2013-07-04
SOM	Golis Telecommunications Company Ltd	Golis Telecom Somalia	Som Golis	Golis	900 (GSM)	637	30		8925251	2012-08-17
SOM	Somafone FZLLC	SOMAFONE	SOMAFONE	SOMAFONE	1800 (GSM)	637	04	"0,3"	8925260	2012-07-05
SOM	Somafone FZLLC	SOMAFONE	SOMAFONE	SOMAFONE	900 (GSM)	637	04	"0,3"	8925260	2012-07-05
SOM	Somnet Telecom Inc	Somnet TELECOM Inc	Somnet TELECOM Inc	SOMNET	1800 (GSM)	637	20		8925268	2013-01-22
SOM	Somnet Telecom Inc	Somnet TELECOM Inc	Somnet TELECOM Inc	SOMNET	900 (GSM)	637	20		8925268	2013-01-22
SOM	Somtel GSM FZCO  (Somtel International Ltd.)	SOMTEL	SOMTEL	SOMTEL	1800 (GSM)	637	71		8925271	2008-11-26
SOM	Somtel GSM FZCO  (Somtel International Ltd.)	SOMTEL	SOMTEL	SOMTEL	900 (GSM)	637	71		8925271	2008-11-26
SOM	Telesom Company	Telesom	SO Telesom	Tele	900 (GSM)	637	01	1	8925222	2009-01-05
SPM	SPM Telecom	AMERIS	SPM AMERIS	AMERIS	900 (GSM)	308	01	0	8950801	2008-07-23
SRB	Telekom Srbija	Telekom Srbija	mt:s	MTS	2100 (3G)	220	03		8938103	2012-09-19
SRB	Telekom Srbija	Telekom Srbija	mt:s	MTS	1800 (GSM)	220	03	3	8938103	2012-09-19
SRB	Telekom Srbija	Telekom Srbija	mt:s	MTS	900 (GSM)	220	03	3	8938103	2012-09-19
SRB	Telenor D.o.o.	Telenor	Telenor SRB	Telenor	900 (GSM)	220	01	"3,7"	8938101	2012-07-05
SRB	Telenor D.o.o.	Telenor	Telenor SRB	Telenor	1800 (GSM)	220	01	"3,7"	8938101	2012-07-05
SRB	Vip mobile d.o.o.	Vip	Vip SRB	Vip SRB	1800 (GSM)	220	05	4	8938105	2007-06-26
SRB	Vip mobile d.o.o.	Vip	Vip SRB	Vip SRB	2100 (3G)	220	05		8938105	2012-07-05
SRB	Vip mobile d.o.o.	Vip	Vip SRB	Vip SRB	900 (GSM)	220	05	4	8938105	2007-06-26
SRI	ETISALAT Lanka (Private) Limited	ETISALAT	SRI Etisalat	Etisalat	900 (GSM)	413	03	"3,5"	899403	2010-03-19
SRI	ETISALAT Lanka (Private) Limited	ETISALAT	SRI Etisalat	Etisalat	1800 (GSM)	413	03	"3,5"	899403	2010-03-19
SRI	Mobitel (Pvt) Limited	Mobitel	Mobitel	MOBITEL	1800 (GSM)	413	01	"0,1"	899401	2012-07-05
SSD	Gemtel Ltd	Gemtel Ltd	Gemtel	Gemtel	1800 (GSM)	659	03	1	8965903	2012-05-18
SSD	Gemtel Ltd	Gemtel Ltd	Gemtel	Gemtel	900 (GSM)	659	03	1	8965903	2012-05-18
SSD	MTN South Sudan Ltd	MTN South Sudan	MTN	MTN	900 (GSM)	659	02	4	8921102	2012-03-15
SSD	MTN South Sudan Ltd	MTN South Sudan	MTN	MTN	1800 (GSM)	659	02	4	8921102	2012-03-15
SSD	MTN South Sudan Ltd	MTN South Sudan Ltd	MTN	MTN	2100 (3G)	659	02		8921102	2012-05-09
SSD	Network of The World	Vivacell	Vivacell	Vivacell	1800 (GSM)	659	04		8921104	2012-01-24
SSD	Network of The World	Vivacell	Vivacell	Vivacell	900 (GSM)	659	04		8921104	2012-01-24
SSD	Sudanese Mobile Telephone (Zain) Co.Ltd	Sudanese Mobile Telephone (ZAIN) CO.LTD	ZAIN SS	ZAIN SS	900 (GSM)	659	06	"0,1"	8921101	2014-11-18
SSD	Sudanese Mobile Telephone (Zain) Co.Ltd	Sudanese Mobile Telephone (ZAIN) CO.LTD	ZAIN SS	ZAIN SS	1800 (GSM)	659	06	"0,1"	8921101	2014-11-18
STP	Companhia Santomense de Telecomunicacoes SARL	CSTmovel	STP CSTmovel	CSTmovel	900 (GSM)	626	01	"0,1"	8923901	2012-07-05
STP	Unitel STP S.a.r.l.	Unitel STP	Unitel STP	Unitel	1900 (3G)	626	02		8923902	2014-06-09
STP	Unitel STP S.a.r.l.	Unitel STP	Unitel STP	Unitel	900 (3G)	626	02		8923902	2014-06-09
STP	Unitel STP S.a.r.l.	Unitel STP	Unitel STP	Unitel	900 (GSM)	626	02	7	8923902	2014-06-09
STP	Unitel STP S.a.r.l.	Unitel STP	Unitel STP	Unitel	2100 (3G)	626	02		8923902	2014-06-09
SUR	Digicel Suriname NV	Digicel Suriname NV	DIGICEL	DIGICEL	1800 (GSM)	746	03		8959703	2008-07-23
SUR	Digicel Suriname NV	Digicel Suriname NV	DIGICEL	DIGICEL	900 (GSM)	746	03		8959703	2008-07-23
SUR	Intelsur N.V.	Intelsur N.V.	UNIQA	UNIQA	900 (GSM)	746	04		89597	2008-04-01
SUR	Telesur	TELESUR.GSM	SR.TELESUR.GSM	TeleG	1800 (GSM)	746	02	"0,1"	8959702	2012-07-05
SUR	Telesur	TELESUR.GSM	SR.TELESUR.GSM	TeleG	900 (GSM)	746	02	"0,1"	8959702	2012-07-05
SVK	"O2 Slovakia, s.r.o."	O2 - SK	O2 - SK	O2 - SK	900 (GSM)	231	06		8942104	2014-06-13
SVK	"O2 Slovakia, s.r.o."	O2 - SK	O2 - SK	O2 - SK	1800 (GSM)	231	06		8942104	2014-06-13
SVK	Orange Slovensko a.s.	Orange SK	Orange SK	Orange	900 (GSM)	231	01	"0,3"	8942101	2012-07-05
SVK	Orange Slovensko a.s.	Orange SK	Orange SK	Orange	1800 (GSM)	231	01	"0,3"	8942101	2012-07-05
SVK	"Slovak Telekom, a. s."	Telekom	Telekom SK	Telekom	2100 (3G)	231	02		8942102	2012-07-05
SVK	"Slovak Telekom, a. s."	Telekom	Telekom SK	Telekom	900 (GSM)	231	02	"3,7"	8942102	2012-02-21
SVK	"Slovak Telekom, a. s."	Telekom	Telekom SK	Telekom	1800 (GSM)	231	02	"3,7"	8942102	2012-02-21
SVN	SI.MOBIL d.d.	SI.mobil d.d	Si.mobil	Si.mobil	900 (GSM)	293	40		8938840	2008-07-17
SVN	SI.MOBIL d.d.	SI.mobil d.d	Si.mobil	Si.mobil	1800 (GSM)	293	40		8938840	2008-07-17
SVN	T-2 d.o.o.	T-2	T-2	T-2	2100 (3G)	293	64		8938664	2011-07-22
SVN	Telekom Slovenije d.d.	MOBITEL	MOBITEL	MOBITEL	900 (GSM)	293	41	"3,7"	8938641	2012-07-05
SVN	Telekom Slovenije d.d.	MOBITEL	MOBITEL	MOBITEL	1800 (GSM)	293	41	"3,7"	8938641	2012-07-05
SVN	Tusmobil d.o.o.	Tusmobil	SI TUSMOBIL	TUS	1800 (GSM)	293	70		8938670	2007-04-23
SVN	Tusmobil d.o.o.	Tusmobil	SI TUSMOBIL	TUS	900 (GSM)	293	70		8938670	2007-04-23
SWE	Hi3G Access AB	3	3 SE	3 SE	2100 (3G)	240	02		894607	2014-06-17
SWE	Hi3G Access AB	Hi3G Access AB / Telenor Sverige AB	SWEDEN	SWE	2100 (3G)	240	04		894608	2014-06-17
SWE	Tele 2 AB	COMVIQ GSM shared with TeliaSonera MobileNetworks	Sweden 3G	Sweden3G	2100 (3G)	240	05		894620	2008-07-23
SWE	Tele 2 AB	Tele 2 AB	Tele2	Tele2 SE	1800 (GSM)	240	07	6	8946100	2013-08-16
SWE	Tele 2 AB	Tele 2 AB	Tele2	Tele2 SE	900 (GSM)	240	07	6	8946100	2013-08-16
SWE	Tele 2 AB	Tele 2 AB / Telenor Sverige AB	Sweden Mobile	MobileS	900 (GSM)	240	24		8946100	2012-12-17
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	800 (LTE)	240	08		894608	2014-10-07
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	2100 (3G)	240	08		894608	2014-10-07
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	1800 (GSM)	240	24		894608	2014-10-07
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	900 (GSM)	240	24		894608	2014-10-07
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	1800 (LTE)	240	08		894608	2014-10-07
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	2600 (LTE)	240	08		894608	2014-10-07
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	900 (LTE)	240	08		894608	2014-10-07
SWE	Telenor Sverige AB	Telenor Sverige AB / Hi3G Access AB	SWEDEN	SWE	2100 (3G)	240	04		894608	2014-10-07
SWE	TeliaSonera Mobile Networks AB Sweden	TeliaSonera	TELIA S	TELIA	1800 (GSM)	240	01	2	894601	2003-12-12
SWE	TeliaSonera Mobile Networks AB Sweden	TeliaSonera	TELIA S	TELIA	900 (GSM)	240	01	2	894601	2003-12-12
SWE	TeliaSonera Mobile Networks AB Sweden	TeliaSonera shared with COMVIQ GSM	Sweden 3G	Sweden3G	2100 (3G)	240	05		894601	2008-07-23
SWZ	Swazi MTN Limited	Swazi MTN	Swazi-MTN	SwaziMTN	900 (GSM)	653	10	2	8926810	2004-04-16
SYC	Airtel (Seychelles) Limited	Airtel	Airtel	Airtel	900 (GSM)	633	10	"0,3"	8924810	2014-07-02
SYC	Cable & Wireless (Seychelles)	CABLE & WIRELESS	C&W SEY	C&W SEY	900 (GSM)	633	01		8924801	2012-05-18
SYR	MTN Syria (JSC)	MTN Syria	MTN	MTN	900 (GSM)	417	02	"0,1"	89963	2012-07-05
SYR	MTN Syria (JSC)	MTN Syria	MTN	MTN	1800 (GSM)	417	02	"0,1"	89963	2012-07-05
SYR	Syriatel Mobile Telecom SA	SYRIATEL	SYRIATEL	SYRIATEL	900 (GSM)	417	01	4	8996301	2002-10-01
SYR	Syriatel Mobile Telecom SA	SYRIATEL	SYRIATEL	SYRIATEL	1800 (GSM)	417	01	4	8996301	2002-10-01
TCA	Cable & Wireless (TCI) Ltd	LIME	LIME	LIME	850 (GSM)	376	350		8901024	2012-05-18
TCA	Islandcom Telecommunications	Islandcom Telecommunications	IslandCom TCI	Islandco	850 (3G)	376	360		891376	2014-06-13
TCD	Airtel Tchad	Airtel	Airtel	Airtel	900 (GSM)	622	01		8923501	2014-10-31
TCD	MILLICOM TCHAD	Millicom Tchad	Tigo TD	Tigo	900 (GSM)	622	03		8923503	2013-02-11
TCD	Mobilsotel S.A.	SALAM	SALAM	SALAM	1800 (GSM)	622	07	"1,2,3,4"	8923504	2013-03-12
TCD	Mobilsotel S.A.	SALAM	SALAM	SALAM	900 (GSM)	622	07	"1,2,3,4"	8923504	2013-03-12
TGO	Telecel Togo	ETISALAT	ETISALAT TOGO	ETISALAT	900 (GSM)	615	03		8922803	2012-01-16
TGO	Togo Telecom	TOGO CELL	TG-TOGO CELL	TGCELL	900 (GSM)	615	01	1		2013-05-16
THA	ACeS International Limited (AIL)	ACeS Thailand - ACeS Regional Services Co Ltd	ACeS	ACeS	Satellite (GSM)	520	20		896620	2012-02-21
THA	Advanced Info Service PLC	AIS GSM	TH GSM	TH GSM	900 (GSM)	520	01	1	896601	2004-04-16
THA	Advanced Wireless Network Company Ltd	AIS	AIS 3G	AIS 3G	2100 (3G)	520	03		896603	2014-03-20
THA	CAT Telecom Public Company	CAT Telecom PLC	TH 3G+	TH 3G+	850 (3G)	520	00		896600	2012-04-20
THA	"DTAC Network Co., Ltd"	dtac TriNet	dtac TriNet	dtac	2100 (3G)	520	05		896605	2013-05-17
THA	Digital Phone Co Ltd	GSM 1800	TH GSM 1800	GSM 1800	1800 (GSM)	520	23	6	8952023	2004-04-16
THA	Real Future Company Limited	Real Future	TRUE 3G+	TRUE 3G+	2100 (3G)	520	04		896604	2013-03-19
THA	TOT PLC	TOT Mobile	TOT3G	TOT3G	2100 (3G)	520	15		896615	2012-07-05
THA	Total Access Communications Co	DTAC	TH-DTAC	DTAC	1800 (GSM)	520	18	1	8952018	2004-04-16
THA	True Move Company Ltd	True Move	TRUE	TRUE	1800 (GSM)	520	99	2	896699	2006-07-27
TJK	CJSC Babilon-Mobile	Babilon-M	Babilon-M	Babilon	900 (GSM)	436	04	"0,1"	8999204	2012-07-05
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	900 (GSM)	436	01		8999292	2012-11-05
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	1800 (GSM)	436	02		8999293	2012-10-19
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	900 (GSM)	436	02		8999293	2012-10-19
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	2100 (3G)	436	02		"8999292, 8999293"	2012-11-05
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	2100 (3G)	436	01		"8999292, 8999293"	2012-11-05
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	1800 (GSM)	436	01		8999292	2012-11-05
TJK	"TT Mobile, Closed Joint Stock Company"	MegaFon Tajikistan	MegaFon TJK	MegaFon	1800 (GSM)	436	03	2	8999203	2011-12-01
TJK	"TT Mobile, Closed Joint Stock Company"	MegaFon Tajikistan	MegaFon TJK	MegaFon	900 (GSM)	436	03	2	8999203	2011-12-01
TJK	"TT Mobile, Closed Joint Stock Company"	MegaFon Tajikistan	MegaFon TJK	MegaFon	2100 (3G)	436	03		8999203	2012-07-05
TJK	Tacom LLC	BEELINE TJ	BEELINE TJ	BEELINE	1800 (GSM)	436	05		8999291	2006-09-01
TJK	Tacom LLC	BEELINE TJ	BEELINE TJ	BEELINE	900 (GSM)	436	05		8999291	2006-09-01
TKM	Altyn Asyr MC	Altyn Asyr	TM CELL	TM CELL	900 (GSM)	438	02	"0,6"	8999302	2012-07-05
TKM	Altyn Asyr MC	Altyn Asyr	TM CELL	TM CELL	1800 (GSM)	438	02	"0,6"	8999302	2012-07-05
TKM	Economy Society MTS-Turkmenistan	MTS Turkmenistan	MTS TM	MTS TM	900 (GSM)	438	01	"0,7"	8999301	2012-07-05
TKM	Economy Society MTS-Turkmenistan	MTS Turkmenistan	MTS TM	MTS TM	1800 (GSM)	438	01	"0,7"	8999301	2012-07-05
TLS	Timor Telecom	Timor Telecom	TLS-TT	TT	900 (GSM)	514	02	5	8967072	2003-08-20
TON	Digicel (Tonga) Limited	Digicel (Tonga) Limited	Digicel Tonga	Digicel	900 (GSM)	539	88	0	8967688	2014-09-16
TON	Tonga Communications Corporation	U-CALL	U-CALL	U-CALL	900 (GSM)	539	01	"0,1"	8967601	2012-07-05
TTO	Telecommunications Services of Trinidad and Tobago Ltd	TSTT	TSTT	TSTT	1800 (GSM)	374	12	1		2008-07-23
TUN	"ORANGE TUNISIE, SA"	Orange Tunisie	Orange	Orange	1800 (GSM)	605	01		8921601	2009-12-02
TUN	"ORANGE TUNISIE, SA"	Orange Tunisie	Orange	Orange	900 (GSM)	605	01		8921601	2009-12-02
TUN	TUNISIANA S.A.	TUNISIANA	TUNISIANA	TUNSIANA	900 (GSM)	605	03		8921603	2002-09-09
TUN	Tunisie Telecom	TUNTEL	TUNISIE TELECOM	TUNTEL	900 (GSM)	605	02		8921602	2004-04-16
TUR	Avea Iletisim Hizmetleri A.S.	AVEA	AVEA	AVEA	1800 (GSM)	286	03	"0,2"	8990286	2012-07-05
TUR	Turkcell Iletisim Hizmetleri A.S.	Turkcell Iletisim Hizmetleri	TR TURKCELL	TCELL	900 (GSM)	286	01	2	899001	2004-04-16
TUR	Vodafone Telekomunikasyon A.S	Vodafone Turkey	VODAFONE TR	VF TR	900 (GSM)	286	02	6	"8,9 9002"	2007-04-16
TWN	ACeS International Limited (AIL)	ACeS Taiwan - ACeS Taiwan Telecommunications Co Ltd	ACeS	ACeS	Satellite (GSM)	466	68		8988668	2012-02-21
TWN	Chunghwa Telecom	Chunghwa Telecom	Chunghwa Telecom	Chunghwa	2100 (3G)	466	92		8988692	2012-07-05
TWN	Chunghwa Telecom	Chunghwa Telecom	Chunghwa Telecom	Chunghwa	1800 (GSM)	466	92	"0,1,2"	8988692	2012-11-26
TWN	Chunghwa Telecom	Chunghwa Telecom	Chunghwa Telecom	Chunghwa	900 (GSM)	466	92	"0,1,2"	8988692	2012-11-26
TWN	Far EasTone Telecommunications Co Ltd	Far EasTone	Far EasTone	FET	900 (GSM)	466	01		8988601	2014-09-16
TWN	Far EasTone Telecommunications Co Ltd	Far EasTone	Far EasTone	FET	2100 (3G)	466	01		8988601	2014-09-16
TWN	Far EasTone Telecommunications Co Ltd	Far EasTone	Far EasTone	FET	900 (GSM)	466	01		8988602	2014-09-16
TWN	Far EasTone Telecommunications Co Ltd	Far EasTone	Far EasTone	FET	1800 (GSM)	466	01		8988602	2014-09-16
TWN	Far EasTone Telecommunications Co Ltd	Far EasTone	Far EasTone	FET	2100 (3G)	466	01		8988602	2014-09-16
TWN	Far EasTone Telecommunications Co Ltd	Far EasTone	KGT-Online	KGT	1800 (GSM)	466	88	1	8988688	2014-09-16
TWN	Far EasTone Telecommunications Co Ltd	Far EasTone	Far EasTone	FET	1800 (GSM)	466	01		8988601	2014-09-16
TWN	Taiwan Mobile Co.Ltd	MOBITAI	TWN MOBITAI	TW MOB	900 (GSM)	466	93	"0,2"	8988693	2012-07-05
TWN	Taiwan Mobile Co.Ltd	Taiwan Mobile	TW Mobile	TWM	1800 (GSM)	466	97	"7,3"	8988697	2012-07-05
